taxon_name,int_midpoint,sub,size,taxon_name,is_extant,firstapp_max_ma,firstapp_min_ma,lastapp_max_ma,lastapp_min_ma,early_interval,late_interval,
Streptis,428.95,art,11.91515152,Streptis,extinct,455.8,445.6,428.2,422.9,Late Ordovician,Silurian,"minor folds, minor ribbing"
Streptorhynchus,257.05,art,15.71333333,Streptorhynchus,extinct,430.5,427.4,254.17,252.17,Homerian,Permian,
Striapustula,275.8,art,21.23,Striapustula,extinct,295.5,290.1,259.9,252.17,Sakmarian,Lopingian,
Striatifera,292.8,art,92.61333333,Striatifera,extinct,358.9,336,259.9,252.17,Carboniferous,Permian,
Striatochonetes,377.45,art,7.44,Striatochonetes,extinct,387.7,382.7,358.9,346.7,Givetian,Tournaisian,
Striatoproductella,377.45,art,19.38,Striatoproductella,extinct,,,,,,,
Striatorhynchus,365.55,art,19.3,Striatorhynchus,extinct,,,,,,,
Striatospica,262.5,art,44.17,Striatospica,extinct,272.3,259.9,254.17,252.17,Guadalupian,Lopingian,
Stricklandia,435.95,art,33.79,Stricklandia,extinct,443.4,440.8,387.7,382.7,Silurian,Middle Devonian,minor folds
Stricklandiella,435.95,art,62.91,Stricklandiella,extinct,438.5,433.4,438.5,433.4,Telychian,,
Strigirhynchia,262.5,art,14.17,Strigirhynchia,extinct,268.8,265.1,265.1,259.9,Wordian,Capitanian,
Striirhynchia,167.2,art,15.805,Striirhynchia,extinct,174.1,170.3,164.7,161.2,Middle Jurassic,Oxfordian,
Striispirifer,390.5,art,18.51,Striispirifer,extinct,443.4,438.5,393.3,387.7,Silurian,Eifelian,minor ribbing
Striithyris,160.4,art,33.7,Striithyris,extinct,166.1,163.5,164.7,152.1,Callovian,Kimmeridgian,
Stringocephalus,385.2,art,82.96,Stringocephalus,extinct,393.3,387.7,382.7,372.2,Middle Devonian,Frasnian,
Stringodiscus,385.2,art,128.26,Stringodiscus,extinct,,,,,,,
Stringomimus,385.2,art,32.28,Stringomimus,extinct,387.7,382.7,387.7,382.7,Givetian,,
Striochonetes,270.55,art,8.616666667,Striochonetes,extinct,290.1,279.3,265.1,259.9,Artinskian,Guadalupian,
Strixella,415,art,9.075,Strixella,extinct,427.4,423,423,419.2,Ludlow,Pridoli,
Strongylobrochus,169.3,art,29.25,Strongylobrochus,extinct,171.6,168.4,171.6,167.7,Aalenian,Bathonian,
Strongyloria,167.2,art,19.75,Strongyloria,extinct,170.3,168.3,168.3,166.1,Bajocian,Bathonian,
Strophalosia,270.55,art,38.57333333,Strophalosia,extinct,393.3,387.7,254.17,252.17,Middle Devonian,Permian,
Strophalosiella,257.05,art,40.45,Strophalosiella,extinct,,,,,,,
Strophalosiina,257.05,art,24.14,Strophalosiina,extinct,265.1,259.9,254.17,252.17,Capitanian,Lopingian,
Strophochonetes,400.45,art,9.05,Strophochonetes,extinct,443.4,438.5,393.3,382.7,Silurian,Middle Devonian,minor ribbing
Strophomena,435.95,art,27.99333333,Strophomena,extinct,485.4,477.7,259.9,254.17,Ordovician,Wuchiapingian,minor ribbing
Strophonella,390.5,art,55.11,Strophonella,extinct,460.9,449.5,382.7,372.2,Darriwilian,Frasnian,minor ribbing
Strophonelloides,377.45,art,37.94,Strophonelloides,extinct,382.7,376.1,379.5,372.2,Frasnian,,
Strophopleura,365.55,art,31.66,Strophopleura,extinct,372.2,364.7,353.8,342.8,Famennian,Visean,
Strophoproductus,365.55,art,10.2,Strophoproductus,extinct,,,,,,,
Stroudithyris,169.3,art,25.55,Stroudithyris,extinct,182,175.6,170.3,167.7,Toarcian,Bathonian,
Struveina,390.5,art,48.48,Struveina,extinct,402.5,391.9,402.5,391.9,Emsian,Eifelian,
Sturtella,409.2,art,4.29,Sturtella,extinct,419.2,410.8,419.2,410.8,Lochkovian,,
Subcuspidella,390.5,art,39.87,Subcuspidella,extinct,410.8,407.6,393.3,387.7,Pragian,Eifelian,
Subglobosochonetes,338.8,art,7.498333333,Subglobosochonetes,extinct,358.9,353.8,345.3,342.8,Tournaisian,Visean,
Subrensselandia,385.2,art,46.8,Subrensselandia,extinct,393.3,387.7,387.7,382.7,Middle Devonian,,
Subriana,424.3,art,42.93,Subriana,extinct,427.4,423,427.4,423,Ludlow,,
Subspirifer,338.8,art,17.25,Subspirifer,extinct,,,,,,,
Suessia,186.75,art,39.16,Suessia,extinct,189.6,183,189.6,183,Pliensbachian,,
Sufetirhyncha,421.1,art,11.04473684,Sufetirhyncha,extinct,430.5,427.4,427.4,425.6,Homerian,Gorstian,
Suiaella,127.2,art,6.84,Suiaella,extinct,,,,,,,
Sulcataria,292.8,art,13.59,Sulcataria,extinct,303.7,298.9,290.1,279.3,Gzhelian,Artinskian,
Sulcathyris,390.5,art,18.42666667,Sulcathyris,extinct,,,,,,,
Sulcatina,424.3,art,28.86,Sulcatina,extinct,433.4,427.4,427.4,423,Wenlock,Ludlow,
Sulcatinella,238.5,art,10.545,Sulcatinella,extinct,251.3,247.2,215.56,212,Early Triassic,Norian,
Sulcatorthis,473.85,art,3.293,Sulcatorthis,extinct,478.6,466,458.4,453,Early Ordovician,Sandbian,
Sulcatospira,449.1,art,11.232,Sulcatospira,extinct,460.9,449.5,443.4,440.8,Darriwilian,Rhuddanian,
Sulcatospirifer,365.55,art,29.1,Sulcatospirifer,extinct,372.2,358.9,372.2,358.9,Famennian,,
Sulcatostrophia,377.45,art,12.23,Sulcatostrophia,extinct,382.7,376.1,379.5,372.2,Frasnian,,
Sulcatothyris,231.5,art,15.15,Sulcatothyris,extinct,242,237,237,228,Ladinian,Carnian,
Sulcicostula,409.2,art,7.284,Sulcicostula,extinct,,,,,,,
Sulciplica,262.5,art,76.58,Sulciplica,extinct,298.9,295.5,259.9,254.17,Cisuralian,Wuchiapingian,
Sulcirhynchia,106.75,art,18.33333333,Sulcirhynchia,extinct,145,139.8,125,113,Berriasian,Aptian,
Sulcirostra,172.2,art,18.04,Sulcirostra,extinct,227.5,221.5,199.3,190.8,Norian,Sinemurian,
Sulcispiriferina,257.05,art,30.49,Sulcispiriferina,extinct,254.17,252.17,254.17,252.17,Changhsingian,,
Sulcorhynchia,218.25,art,14.6,Sulcorhynchia,extinct,247.2,242,221.5,201.3,Middle Triassic,Late Triassic,
Sulevorthis,449.1,art,16.235,Sulevorthis,extinct,470,460.9,445.2,443.4,Middle Ordovician,Late Ordovician,
Suriorthis,473.85,art,7.812,Suriorthis,extinct,478.6,468.1,478.6,468.1,Early Ordovician,Dapingian,
Svetlania,400.45,art,13.20333333,Svetlania,extinct,409.1,402.5,409.1,402.5,Pragian,Emsian,
Svobodaina,455.7,art,28.48666667,Svobodaina,extinct,460.9,457.5,449.5,445.2,Darriwilian,Katian,minor ribbing
Symmatrypa,421.1,art,14.80666667,Symmatrypa,extinct,427.4,423,427.4,423,Ludlow,,
Synambonites,449.1,inart,7.218333333,Synambonites,extinct,449.5,443.7,449.5,443.7,Katian,Hirnantian,
Syndielasma,468.65,art,13.15,Syndielasma,extinct,471.8,468.1,466,457.5,Floian,Sandbian,
Syntrophia,468.65,art,23.535,Syntrophia,extinct,485.4,477.7,443.4,433.4,Ordovician,Llandovery,
Syntrophina,473.85,art,9.06,Syntrophina,extinct,501,485.4,460.9,449.5,Drumian,Katian,
Syntrophinella,473.85,art,10.595,Syntrophinella,extinct,485.4,477.7,478.6,466,Early Ordovician,Middle Ordovician,
Syntrophopsis,473.85,art,22.27333333,Syntrophopsis,extinct,488.3,477.7,460.9,449.5,Stage 10,Katian,
Sypharatrypa,424.3,art,18.515,Sypharatrypa,extinct,443.4,440.8,440.8,438.5,Rhuddanian,Aeronian,
Syringospira,365.55,art,58.19,Syringospira,extinct,372.2,364.7,358.9,323.2,Famennian,Mississippian,
Syringothyris,327.05,art,68.04,Syringothyris,extinct,427.4,419.2,254.17,252.17,Ludlow,Permian,
Tabarhynchus,377.45,art,13.256,Tabarhynchus,extinct,,,,,,,
Tabellina,305.35,art,69.82,Tabellina,extinct,290.1,279.3,290.1,279.3,Artinskian,,
Tacinia,257.05,art,13.33,Tacinia,extinct,298.9,295.5,298.9,295.5,Asselian,,
Tadschikia,424.3,art,16.78,Tadschikia,extinct,445.2,443.4,419.2,410.8,Hirnantian,Lochkovian,
Taemostrophia,390.5,art,33.01333333,Taemostrophia,extinct,407.6,393.3,407.6,393.3,Emsian,,
Taeniothaerus,262.5,art,79.77333333,Taeniothaerus,extinct,346.7,330.9,254.17,252.17,Visean,Permian,
Taffia,468.65,art,14.2,Taffia,extinct,488.3,471.8,466,458.4,Stage 10,Middle Ordovician,
Tafilaltia,455.7,art,15.06666667,Tafilaltia,extinct,466,460.9,449.5,445.6,Darriwilian,Katian,
Taimyrothyris,136.35,art,56.52,Taimyrothyris,extinct,166.1,157.3,139.8,132.9,Callovian,Valanginian,
Taimyrrhynx,390.5,art,19.12,Taimyrrhynx,extinct,410.8,407.6,407.6,393.3,Pragian,Emsian,
Tainuirhynchia,148.55,art,18.40666667,Tainuirhynchia,extinct,182.7,168.3,148.5,145,Toarcian,Late Jurassic,
Talasoproductus,338.8,art,63.73,Talasoproductus,extinct,,,,,,,
Talasotreta,468.65,inart,7.692,Talasotreta,extinct,468.1,460.9,463.5,457.5,Middle Ordovician,Sandbian,
Talentella,409.2,art,4.254,Talentella,extinct,423,419.2,410.8,407.6,Pridoli,Pragian,
Taleoleptaena,390.5,art,10.61333333,Taleoleptaena,extinct,,,,,,,
Tallinnites,462.85,inart,25.56,Tallinnites,extinct,466,460.9,460.9,449.5,Darriwilian,Katian,
Talovkorhynchia,106.75,art,18.92,Talovkorhynchia,extinct,112.03,105.3,112.03,105.3,Albian,,
Tanakura,18.21,art,15.96,Tanakura,extinct,13.82,11.62,11.62,7.246,Serravallian,Tortonian,
Tanggularella,164.8,art,17.84,Tanggularella,extinct,,,,,,,
Tangshanella,311.1,art,30.77,Tangshanella,extinct,315.2,307,298.9,295.5,Moscovian,Asselian,
Tangxiangia,390.5,art,2.86,Tangxiangia,extinct,402.5,387.7,393.3,387.7,Emsian,Eifelian,
Tannuspirifer,421.1,art,15.22,Tannuspirifer,extinct,433.4,427.4,427.4,419.2,Wenlock,Pridoli,"minor folds, major ribbing"
Tanyoscapha,39.65,art,41.48,Tanyoscapha,extinct,41.3,38,41.3,38,Bartonian,,
Taphrorthis,455.7,art,15.24,Taphrorthis,extinct,478.6,468.1,449.5,443.7,Early Ordovician,Late Ordovician,
Taphrosestria,270.55,art,32.13,Taphrosestria,extinct,279.3,272.3,272.3,268.8,Kungurian,Roadian,
Tarandrospirifer,338.8,art,30.36,Tarandrospirifer,extinct,,,,,,,
Tarfaya,473.85,art,15.34,Tarfaya,extinct,485.4,477.7,477.7,470,Early Ordovician,,
Tarutiglossa,365.55,inart,15.17575758,Tarutiglossa,extinct,382.7,372.2,372.2,358.9,Late Devonian,,
Tashanomena,449.1,art,4.582,Tashanomena,extinct,449.5,443.7,449.5,443.7,Katian,Hirnantian,
Tasmanella,455.7,art,11.78,Tasmanella,extinct,457.5,455.8,453,445.2,Sandbian,Katian,
Tasmanorthis,455.7,art,9.69,Tasmanorthis,extinct,,,,,,,
Tatjania,390.5,art,11.275,Tatjania,extinct,,,,,,,
Tauromenia,186.75,art,23.21,Tauromenia,extinct,196.5,183,189.6,183,Sinemurian,Pliensbachian,
Taurothyris,160.4,art,65.99,Taurothyris,extinct,,,,,,,
Tautosia,262.5,art,28.31,Tautosia,extinct,295.5,290.1,254.17,252.17,Sakmarian,Lopingian,
Tazzarinia,455.7,art,17.18947368,Tazzarinia,extinct,466,460.9,458.4,449.5,Darriwilian,Katian,
Tchadania,424.3,art,14.59333333,Tchadania,extinct,,,,,,,
Tcharella,502.5,art,18.52,Tcharella,extinct,,,,,,,
Tchegemithyris,160.4,art,13.93,Tchegemithyris,extinct,,,,,,,
Tcherskidium,435.95,art,65.37,Tcherskidium,extinct,453,445.2,449.5,443.7,Katian,Hirnantian,
Tecnocyrtina,377.45,art,12.26,Tecnocyrtina,extinct,388.1,383.7,382.7,372.2,Middle Devonian,Frasnian,
Tectarea,257.05,art,10.68,Tectarea,extinct,254.17,252.17,254.17,252.17,Changhsingian,,
Tectatrypa,421.1,art,16.21,Tectatrypa,extinct,433.4,427.4,423,419.2,Wenlock,Pridoli,
Teguliferina,284.7,art,41.72,Teguliferina,extinct,358.9,323.2,259.9,254.17,Carboniferous,Wuchiapingian,
Tegulispirifer,305.35,art,49.2,Tegulispirifer,,307,303.7,307,303.7,Kasimovian,,
Tegulithyris,164.8,art,29.49,Tegulithyris,extinct,171.6,167.7,164.7,161.2,Middle Jurassic,Oxfordian,
Tegulocrea,338.8,art,36.2,Tegulocrea,extinct,358.9,346.7,326.4,318.1,Mississippian,Bashkirian,
Tegulorhynchia,0.01,art,22.32,Tegulorhynchia,extant,86.3,83.6,2.588,1.806,Santonian,Gelasian,
Teichertina,377.45,art,6.46,Teichertina,extinct,409.1,391.9,382.7,372.2,Pragian,Frasnian,
Teichostrophia,385.2,art,19.795,Teichostrophia,extinct,407.6,393.3,402.5,391.9,Emsian,Eifelian,
Telaeoshaleria,385.2,art,20.08,Telaeoshaleria,extinct,393.3,387.7,393.3,387.7,Eifelian,,
Teleoproductus,266.95,art,31.74,Teleoproductus,extinct,323.2,315.2,295.5,290.1,Pennsylvanian,Sakmarian,
Telothyris,178.4,art,21.17,Telothyris,extinct,190.8,183,182,171.6,Pliensbachian,Aalenian,
Templeella,435.95,inart,5.663,Templeella,extinct,445.2,443.4,443.4,439,Hirnantian,Aeronian,
Tenellodermis,415,art,13.03,Tenellodermis,extinct,433.4,430.5,419.2,410.8,Wenlock,Lochkovian,
Tenisia,365.55,art,34.09,Tenisia,extinct,,,,,,,
Tenticospirifer,377.45,art,25.59,Tenticospirifer,extinct,393.3,383.7,372.2,358.9,Middle Devonian,Late Devonian,
Tenuichonetes,270.55,art,15.53,Tenuichonetes,extinct,290.1,279.3,254.17,252.17,Artinskian,Lopingian,
Tenuimena,462.85,inart,24.76,Tenuimena,extinct,466,460.9,466,460.9,Darriwilian,,
Tenuisinurostrum,365.55,art,22.86,Tenuisinurostrum,extinct,376.1,370.6,372.2,358.9,Late Devonian,Famennian,
Teratelasma,455.7,art,5.936666667,Teratelasma,extinct,,,,,,,
Teratelasmella,462.85,art,9.9075,Teratelasmella,extinct,460.9,449.5,460.9,449.5,Darriwilian,Katian,
Terebratalia,0.01,art,43.78,Terebratalia,extant,47.8,41.3,0.126,0,Lutetian,Holocene,
Terebrataliopsis,136.35,art,11.4,Terebrataliopsis,extinct,150.8,145,140.2,136.4,Tithonian,Valanginian,
Terebratella,0.01,art,29.55,Terebratella,extant,180.1,175.6,2.588,0,Toarcian,Cenozoic,
Terebratula,1.3,art,55.77,Terebratula,extant,268.8,265.1,1.806,0.781,Wordian,Calabrian,
Terebratulina,0.01,art,20.895,Terebratulina,extant,175.6,166.1,0.126,0,Toarcian,Cenozoic,
Terebratuloidea,275.8,art,24.10769231,Terebratuloidea,extinct,303.7,298.9,252.17,251.3,Gzhelian,Induan,
Terebrirostra,96.9,art,29.86,Terebrirostra,extinct,112.03,109,105.3,93.5,Albian,Turonian,
Terrakea,262.5,art,36.24,Terrakea,extinct,303.7,298.9,254.17,252.17,Gzhelian,Permian,
Tesikella,455.7,art,16.48,Tesikella,extinct,460.9,449.5,460.9,449.5,Darriwilian,Katian,
Tethysiella,253.2,art,21.77,Tethysiella,extinct,265.1,259.9,254.17,252.17,Capitanian,Lopingian,
Tethyspira,238.5,art,53.84,Tethyspira,extinct,247.2,235,242,235,Middle Triassic,Carnian,
Tetjuchithyris,136.35,art,8.86,Tetjuchithyris,extinct,,,,,,,
Tetracamera,338.8,art,14.47,Tetracamera,extinct,358.9,346.7,339.4,318.1,Mississippian,Bashkirian,
Tetractinella,238.5,art,11.54666667,Tetractinella,extinct,247.2,242,221.5,215.56,Middle Triassic,Norian,
Tetralobula,473.85,art,16.87,Tetralobula,extinct,501,485.4,471.8,468.1,Drumian,Dapingian,minor ribbing
Tetraodontella,455.7,art,7.328,Tetraodontella,extinct,478.6,466,460.9,455.8,Early Ordovician,Sandbian,
Tetraphalerella,435.95,art,35.97,Tetraphalerella,extinct,468.1,460.9,449.5,443.4,Middle Ordovician,Late Ordovician,
Tetrarhynchia,169.3,art,21.64,Tetrarhynchia,extinct,201.3,199.3,164.7,161.2,Early Jurassic,Oxfordian,
Tetratomia,390.5,art,8.695,Tetratomia,extinct,419.2,393.3,402.5,391.9,Early Devonian,Eifelian,
Texarina,262.5,art,28.29,Texarina,extinct,290.1,279.3,89.3,85.8,Artinskian,Santonian,
Texathyris,352.8,art,9.63,Texathyris,extinct,,,,,,,
Thadiqithyris,164.8,inart,19.59,Thadiqithyris,extinct,166.1,163.5,164.7,161.2,Callovian,Oxfordian,
Thamnosia,262.5,art,31.28,Thamnosia,extinct,298.9,295.5,259.9,252.17,Permian,,
Thebesia,428.95,art,16.36,Thebesia,extinct,449.5,443.7,426.2,425.4,Katian,Ludlow,
Thecidea,69.05,art,7.032307692,Thecidea,extant,208.5,201.3,0.781,0.126,Rhaetian,Middle Pleistocene,
Thecidella,164.8,art,4.217142857,Thecidella,extinct,,,,,,,
Thecidellina,0.01,art,3.913,Thecidellina,extant,61.6,59.2,0.781,0.126,Selandian,Middle Pleistocene,
Thecidiopsis,69.05,art,13.92666667,Thecidiopsis,extinct,139.8,132.9,100.5,93.9,Valanginian,Cenomanian,
Thecocyrtella,231.5,art,3.32,Thecocyrtella,extinct,247.2,242,221.5,215.56,Middle Triassic,Norian,
Thecocyrtelloidea,244.6,art,7.13,Thecocyrtelloidea,extinct,247.2,242,247.2,242,Anisian,,
Thecospira,204.9,art,9.843333333,Thecospira,extinct,242,232,208.5,201.3,Ladinian,Late Triassic,
Thecospirella,231.5,art,6.074,Thecospirella,extinct,237,228,232,221.5,Carnian,Norian,
Thedusia,262.5,art,7.48,Thedusia,extinct,303.7,298.9,265.1,259.9,Gzhelian,Guadalupian,
Theodossia,365.55,art,112.4,Theodossia,extinct,410.8,407.6,379.5,372.2,Pragian,Frasnian,
Thiemella,365.55,art,15.42666667,Thiemella,extinct,410.8,407.6,372.2,358.9,Pragian,Late Devonian,
Thliborhynchia,409.2,art,19.88,Thliborhynchia,extinct,419.2,410.8,410.8,391.9,Early Devonian,Eifelian,
Thomasella,338.8,art,8.035,Thomasella,extinct,,,,,,,
Thurmannella,148.55,art,19.22,Thurmannella,extinct,163.5,157.3,161.2,145,Late Jurassic,,
Thysanotos,468.65,inart,27.775,Thysanotos,extinct,485.4,477.7,477.7,470,Early Ordovician,,
Tiaretithyris,148.55,art,31.28,Tiaretithyris,extinct,,,,,,,
Tibetatrypa,400.45,art,30.29,Tibetatrypa,extinct,410.8,402.5,410.8,402.5,Pragian,Emsian,
Tibetothyris,218.25,art,27.31,Tibetothyris,extinct,247.2,242,221.5,208.5,Middle Triassic,Norian,
Tichosina,0.01,art,21.55,Tichosina,extant,56,33.9,0.781,0.126,Eocene,Middle Pleistocene,
Tilasia,449.1,inart,17.476,Tilasia,extinct,449.5,443.4,449.5,443.4,Katian,Hirnantian,
Timacella,127.2,inart,15.82,Timacella,extinct,130,125.45,130,125.45,Hauterivian,Barremian,
Timaniella,270.55,art,57.59,Timaniella,extinct,295.5,290.1,259.9,254.17,Sakmarian,Wuchiapingian,
Timorhynchia,218.25,art,12.52666667,Timorhynchia,extinct,242,237,215.56,201.3,Ladinian,Late Triassic,
Timorina,253.2,art,9.225,Timorina,extinct,272.3,268.8,265.1,259.9,Guadalupian,,
Tinopena,462.85,inart,8.6175,Tinopena,extinct,476.8,473.9,476.8,473.9,Floian,,
Tipispirifer,284.7,art,15.04,Tipispirifer,extinct,279.3,272.3,254.17,252.17,Kungurian,Lopingian,
Tiramnia,257.05,art,32.29,Tiramnia,extinct,323.2,307,254.17,252.17,Pennsylvanian,Permian,
Tissintia,455.7,art,23.98666667,Tissintia,extinct,467.3,460.9,449.5,445.6,Darriwilian,Katian,minor ribbing
Titanambonites,455.7,art,31.16,Titanambonites,extinct,468.1,460.9,457.5,449.5,Middle Ordovician,Katian,
Titanaria,327.05,art,112.3,Titanaria,extinct,358.9,323.2,358.9,323.2,Mississippian,,
Titanomena,449.1,art,39.30666667,Titanomena,extinct,445.6,443.7,445.2,443.4,Katian,Hirnantian,
Tityrophoria,292.8,art,38.91,Tityrophoria,extinct,290.1,279.3,279.3,272.3,Artinskian,Kungurian,
Tivertonia,284.7,art,11.905,Tivertonia,extinct,323.2,307,290.1,279.3,Pennsylvanian,Artinskian,
Tobejalotreta,495.5,inart,0.946545455,Tobejalotreta,extinct,,,,,,,
Togatrypa,409.2,art,21.9,Togatrypa,extinct,419.2,410.8,419.2,410.8,Lochkovian,,
Tolmatchoffia,338.8,art,72.97,Tolmatchoffia,extinct,,,,,,,
Tomasina,473.85,inart,30.45,Tomasina,extinct,485.4,477.7,358.9,353.8,Ordovician,Tournaisian,
Tomilia,338.8,art,41.45,Tomilia,extinct,,,,,,,
Tomiproductus,338.8,art,17.43,Tomiproductus,extinct,358.9,346.7,345.3,342.8,Tournaisian,Visean,
Tonasirhynchia,142.4,art,16.83,Tonasirhynchia,extinct,145,139.8,145,139.8,Berriasian,,
Tongzithyris,253.2,art,42.42,Tongzithyris,extinct,265.1,259.9,254.17,252.17,Capitanian,Lopingian,
Tonsella,449.1,art,4.76,Tonsella,extinct,,,,,,,
Toquimia,455.7,art,17.21333333,Toquimia,extinct,478.6,466,466,457.5,Early Ordovician,Sandbian,
Tornquistia,284.7,art,3.3275,Tornquistia,extinct,460.9,452,259.9,252.17,Darriwilian,Permian,
Torquirhynchia,136.35,art,34.67,Torquirhynchia,extinct,170.3,168.3,150.8,145,Bajocian,Late Jurassic,
Torynechus,284.7,art,22.21,Torynechus,extinct,290.1,279.3,259.9,252.17,Artinskian,Lopingian,
Torynelasma,455.7,inart,1.678571429,Torynelasma,extinct,485.4,478.6,463.5,457.5,Early Ordovician,Sandbian,
Torynifer,327.05,art,34.08,Torynifer,extinct,372.2,360.7,279.3,272.3,Famennian,Cisuralian,
Toryniferella,338.8,art,32.15,Toryniferella,extinct,372.2,360.7,364.7,358.9,Famennian,,
Tourmakeadia,468.65,art,8.3325,Tourmakeadia,extinct,472,466,472,466,Floian,Middle Ordovician,
Toxorthis,435.95,art,3.582,Toxorthis,extinct,449.5,443.7,443.4,433.4,Katian,Llandovery,major ribbing
Transennatia,257.05,art,18.405,Transennatia,extinct,303.7,298.9,254.17,252.17,Gzhelian,Permian,
Trasgu,319.2,art,9.7,Trasgu,extinct,,,,,,,
Treioria,468.65,art,13.12,Treioria,extinct,478.6,466,478.6,466,Early Ordovician,Middle Ordovician,
Trematis,449.1,inart,15.612,Trematis,extinct,470,460.9,443.4,436,Middle Ordovician,Llandovery,
Trematobolus,502.5,art,12.42941177,Trematobolus,extinct,541,513,513,501,Terreneuvian,Drumian,
Trematorthis,468.65,art,8.01,Trematorthis,extinct,478.6,471.8,466,457.5,Early Ordovician,Sandbian,
Trematosia,511.5,art,15.93,Trematosia,extinct,530,513,513,501,Terreneuvian,Drumian,minor ribbing
Trematospira,390.5,art,24.98666667,Trematospira,extinct,443.4,433.4,387.7,382.7,Silurian,Middle Devonian,minor ribbing
Treptotreta,495.5,inart,1.881420765,Treptotreta,extinct,513,505,485.4,484.5,Stage 4,Tremadocian,
Tretorhynchia,338.8,art,10.47307692,Tretorhynchia,extinct,339.4,336,339.4,336,Visean,,
Triadispira,204.9,art,62.14,Triadispira,extinct,228,201.3,228,201.3,Norian,Rhaetian,
Triadithyris,204.9,art,15.51176471,Triadithyris,extinct,237,228,208.5,201.3,Late Triassic,,
Triangope,127.2,art,40.11,Triangope,extinct,152.1,145,132.9,129.4,Tithonian,Hauterivian,
Triasorhynchia,244.6,art,13.62,Triasorhynchia,extinct,247.2,242,247.2,242,Anisian,,
Triathyris,400.45,art,22.07,Triathyris,extinct,402.5,391.9,402.5,391.9,Emsian,Eifelian,
Trichochonetes,338.8,art,12.64333333,Trichochonetes,extinct,346.7,330.9,346.7,330.9,Visean,,
Trichorhynchia,169.3,art,51.75,Trichorhynchia,extinct,175.6,171.6,175.6,171.6,Toarcian,Aalenian,
Trichothyris,164.8,art,19.87,Trichothyris,extinct,166.1,163.5,166.1,163.5,Callovian,,
Tricoria,284.7,art,11.54,Tricoria,extinct,290.1,279.3,279.3,272.3,Artinskian,Kungurian,
Trifidorostellum,365.55,art,26.82,Trifidorostellum,extinct,372.2,364.7,370.6,358.9,Famennian,,
Trigonatrypa,390.5,art,11.56333333,Trigonatrypa,extinct,409.1,402.5,393.3,387.7,Pragian,Eifelian,
Trigonellina,160.4,art,6.8375,Trigonellina,extinct,164.7,161.2,155.7,150.8,Callovian,Late Jurassic,
Trigonirhynchella,218.25,art,20.12,Trigonirhynchella,extinct,247.2,242,228,201.3,Middle Triassic,Late Triassic,
Trigonirhynchia,390.5,art,24.54166667,Trigonirhynchia,extinct,433.4,427.4,407.6,391.9,Wenlock,Eifelian,
Trigonithyris,160.4,art,27.43,Trigonithyris,extinct,166.1,157.3,163.5,157.3,Callovian,Oxfordian,
Trigonoglossa,305.35,inart,25.11428571,Trigonoglossa,extinct,387.7,382.7,303.4,298.9,Givetian,Carboniferous,
Trigonoproductus,292.8,art,36.75,Trigonoproductus,extinct,279.3,272.3,279.3,272.3,Kungurian,,
Trigonospirifer,400.45,art,71.3,Trigonospirifer,extinct,,,,,,,
Trigonostrophia,473.85,art,12.648,Trigonostrophia,extinct,478.6,468.1,478.6,468.1,Early Ordovician,Dapingian,
Trigonotreta,275.8,art,48.85,Trigonotreta,extinct,372.2,358.9,254.17,252.17,Famennian,Permian,
Trigrammaria,455.7,art,39.27142857,Trigrammaria,extinct,470,458.4,449.5,443.4,Middle Ordovician,Late Ordovician,
