taxon_name,int_midpoint,sub,size,taxon_name,is_extant,firstapp_max_ma,firstapp_min_ma,lastapp_max_ma,lastapp_min_ma,early_interval,late_interval,
Rugodavidsonia,385.2,art,11.675,Rugodavidsonia,extinct,393.3,383.7,393.3,383.7,Eifelian,Middle Devonian,
Rugoleptaena,390.5,art,14.97,Rugoleptaena,extinct,419.2,407.6,402.5,387.7,Early Devonian,Eifelian,
Rugolepyros,428.95,art,13.28863636,Rugolepyros,extinct,,,,,,,
Rugosatrypa,400.45,art,12.74,Rugosatrypa,extinct,443.4,419.2,379.5,376.1,Silurian,Frasnian,
Rugosochonetes,301.3,art,14.56333333,Rugosochonetes,extinct,372.2,360.7,305.9,298.9,Famennian,Carboniferous,
Rugosothyris,385.2,art,13.765,Rugosothyris,extinct,,,,,,,
Rugostrophia,455.7,art,28.44,Rugostrophia,extinct,478.6,468.1,467.3,458.4,Early Ordovician,Middle Ordovician,
Rurambonites,449.1,art,16.315,Rurambonites,extinct,,,,,,,
Russirhynchia,69.05,art,39.62,Russirhynchia,extinct,168.3,166.1,161.2,155.7,Bathonian,Kimmeridgian,
Ruthiphiala,352.8,art,36.53,Ruthiphiala,extinct,358.9,346.7,358.9,346.7,Tournaisian,,
Rutorhynchia,154.7,art,19.29,Rutorhynchia,extinct,247.2,242,163.5,157.3,Middle Triassic,Oxfordian,
Rutrumella,468.65,art,28.37,Rutrumella,extinct,466,463.5,466,463.5,Darriwilian,,
Ryocarhynchus,377.45,art,17.39,Ryocarhynchus,extinct,376.1,370.6,376.1,370.6,Frasnian,Famennian,
Rzonsnickiana,390.5,art,17.18222222,Rzonsnickiana,extinct,,,,,,,
Saccorhynchia,218.25,art,25.2,Saccorhynchia,extinct,228,215.56,215.56,208.5,Norian,,
Sacothyris,218.25,art,16.18,Sacothyris,extinct,247.2,242,208.5,201.3,Middle Triassic,Late Triassic,
Saesorthis,502.5,art,12.2125,Saesorthis,extinct,516,513,513,501,Series 2,Drumian,
Sagueresia,385.2,art,10.78666667,Sagueresia,extinct,,,,,,,
Saharonetes,338.8,art,7.278,Saharonetes,extinct,358.9,346.7,358.9,346.7,Tournaisian,,
Sahnithyris,77.85,inart,51.97,Sahnithyris,extinct,83.6,72.1,83.6,72.1,Campanian,,
Sajakella,319.2,art,25.35,Sajakella,extinct,,,,,,,
Sakawairhynchia,178.4,art,15.8,Sakawairhynchia,extinct,242,237,174.1,170.3,Ladinian,Aalenian,
Sakunites,455.7,inart,22.77,Sakunites,extinct,457.5,452,457.5,452,Sandbian,Katian,
Salacorthis,449.1,art,11.53548387,Salacorthis,extinct,460.9,457.5,445.2,443.4,Darriwilian,Late Ordovician,
Salanygolina,517.5,art,1.918333333,Salanygolina,extinct,520,516,516,513,Stage 3,Stage 4,
Salgirella,172.2,art,23.48,Salgirella,extinct,201.3,199.3,183,182,Hettangian,Early Jurassic,
Salonia,455.7,art,12.4,Salonia,extinct,,,,,,,
Salopia,455.7,art,16.485,Salopia,extinct,466,460.9,423,419.2,Darriwilian,Silurian,minor ribbing
Salopina,390.5,art,12.065,Salopina,extinct,470,460.9,393.3,387.7,Middle Ordovician,Eifelian,"minor ribbing, minor internal reinforcement"
Sampo,449.1,art,15.615,Sampo,extinct,460.9,455.8,445.2,443.4,Darriwilian,Late Ordovician,minor ribbing
Sanjuanella,468.65,art,24.85333333,Sanjuanella,extinct,466,463.5,466,463.5,Darriwilian,,
Sanjuanetes,415,art,7.19,Sanjuanetes,extinct,419.2,410.8,419.2,410.8,Lochkovian,,
Sanjuania,352.8,art,20.8,Sanjuania,extinct,358.9,323.2,358.9,323.2,Mississippian,,
Santanghuia,365.55,art,13.2275,Santanghuia,extinct,372.2,358.9,372.2,358.9,Famennian,,
Sardope,106.75,art,24.66,Sardope,extinct,125.45,122.46,125.45,122.46,Barremian,Aptian,
Sarganostega,257.05,art,18.56,Sarganostega,extinct,279.3,272.3,265.1,259.9,Kungurian,Guadalupian,
Sarytchevinella,262.5,art,31.49,Sarytchevinella,extinct,268.8,265.1,254.17,252.17,Wordian,Lopingian,
Satpakella,495.5,inart,1.1516,Satpakella,extinct,498.5,485.4,498.5,485.4,Guzhangian,Furongian,
Saubachia,200.3,inart,11.29666667,Saubachia,extinct,201.3,199.3,201.3,199.3,Hettangian,,
Saucrorthis,468.65,art,5.545,Saucrorthis,extinct,467.3,460.9,460.9,449.5,Darriwilian,Katian,minor ribbing
Saukrodictya,435.95,art,4.096,Saukrodictya,extinct,460.9,455.8,440.8,433.4,Darriwilian,Llandovery,"minor folds, minor ribbing"
Saxbyonia,449.1,inart,52.56,Saxbyonia,extinct,452,445.6,452,445.6,Katian,,
Scacchinella,266.95,art,52.39,Scacchinella,extinct,303.7,298.9,254.17,252.17,Gzhelian,Permian,
Scalpellirhynchia,172.2,art,9.025,Scalpellirhynchia,extinct,189.6,183,175.6,171.6,Pliensbachian,Aalenian,
Scamnomena,428.95,art,8.61,Scamnomena,extinct,433.4,430.5,423,419.2,Wenlock,Pridoli,
Scapharina,262.5,art,7.223333333,Scapharina,extinct,279.3,272.3,265.1,259.9,Kungurian,Guadalupian,
Scaphelasma,449.1,inart,1.061861862,Scaphelasma,extinct,484.5,471.8,449.5,443.7,Early Ordovician,Late Ordovician,minor ribbing
Scaphiocoelia,400.45,art,65.02,Scaphiocoelia,extinct,419.2,407.6,407.6,387.7,Early Devonian,Eifelian,
Scaphorthis,449.1,art,10.93,Scaphorthis,extinct,466,457.5,449.5,443.7,Darriwilian,Late Ordovician,
Sceletonia,284.7,art,32.465,Sceletonia,extinct,295.5,290.1,279.3,272.3,Sakmarian,Kungurian,
Scenesia,284.7,art,7.95,Scenesia,extinct,279.3,272.3,279.3,272.3,Kungurian,,
Schachriomonia,435.95,art,16.8,Schachriomonia,extinct,453,445.2,449.5,443.7,Katian,Hirnantian,
Schalidomorthis,462.85,art,12.572,Schalidomorthis,extinct,466,449.5,466,449.5,Darriwilian,Katian,
Schedophyla,468.65,art,15.61,Schedophyla,extinct,478.6,470,470,466,Early Ordovician,Middle Ordovician,
Schellwienella,327.05,art,45.99,Schellwienella,extinct,466,460.9,254.17,252.17,Darriwilian,Permian,minor ribbing
Schistochonetes,338.8,art,26.535,Schistochonetes,extinct,,,,,,,
Schizambon,449.1,inart,3.254347826,Schizambon,extinct,501,485.4,452,443.7,Drumian,Ordovician,
Schizobolus,365.55,inart,7.578571429,Schizobolus,extinct,358.9,353.8,358.9,353.8,Tournaisian,,
Schizocrania,415,inart,16.67058824,Schizocrania,extinct,467.3,463.5,387.7,382.7,Darriwilian,Middle Devonian,
Schizonema,428.95,art,17.49,Schizonema,extinct,460.9,455.8,423,419.2,Darriwilian,Silurian,minor ribbing
Schizopholis,517.5,inart,5.942,Schizopholis,extinct,520,516,513,501,Series 2,Drumian,
Schizophorella,449.1,art,10.56,Schizophorella,extinct,455.8,445.6,449.5,443.4,Late Ordovician,Hirnantian,
Schizophoria,257.05,art,40.08666667,Schizophoria,extinct,443.4,433.4,254.17,252.17,Silurian,Permian,minor ribbing
Schizoria,169.3,art,12.125,Schizoria,extinct,170.3,168.3,164.7,161.2,Bajocian,Oxfordian,
Schizotreta,428.95,inart,6.53,Schizotreta,extinct,485.4,471.8,402.5,387.7,Ordovician,Eifelian,
Schmidtites,473.85,inart,5.3,Schmidtites,extinct,530,501,457.5,455.8,Cambrian,Sandbian,
Schnurella,385.2,art,19.52,Schnurella,extinct,419.2,410.8,387.7,382.7,Early Devonian,Middle Devonian,
Schrenkiella,284.7,art,63.37,Schrenkiella,extinct,323.2,314.6,254.17,252.17,Pennsylvanian,Permian,
Schuchertella,284.7,art,20.38666667,Schuchertella,extinct,460.9,449.5,254.17,252.17,Darriwilian,Permian,minor ribbing
Schuchertellopsis,377.45,art,14.67,Schuchertellopsis,extinct,379.5,376.1,379.5,376.1,Frasnian,,
Schwagerispira,231.5,art,6.355,Schwagerispira,extinct,251.3,247.2,221.5,208.5,Early Triassic,Norian,
Scissicosta,352.8,art,34.06,Scissicosta,extinct,,,,,,,
Scoloconcha,338.8,art,6.41,Scoloconcha,extinct,346.7,330.9,318.1,314.6,Visean,Moscovian,
Scumulus,69.05,art,1.3885,Scumulus,extinct,83.5,70.6,66,61.6,Campanian,Danian,
Scutepustula,352.8,art,34.67,Scutepustula,extinct,358.9,346.7,358.9,346.7,Tournaisian,,
Securina,186.75,art,16.18,Securina,extinct,201.3,196.5,183,182,Hettangian,Early Jurassic,
Securithyris,186.75,art,37.83,Securithyris,extinct,201.3,196.5,189.6,175.6,Hettangian,Early Jurassic,
Sedenticellula,352.8,art,7.6,Sedenticellula,extinct,364.7,360.7,339.4,318.1,Famennian,Bashkirian,
Selennjachia,390.5,art,7.925,Selennjachia,extinct,,,,,,,
Sellithyris,91.55,art,30.3,Sellithyris,extinct,166.1,163.5,99.6,89.8,Callovian,Turonian,
Semenewia,327.05,art,26.22,Semenewia,extinct,336,326.4,336,326.4,Visean,Serpukhovian,
Semicaplinoplia,415,inart,6.7425,Semicaplinoplia,extinct,419.2,410.8,410.8,407.6,Lochkovian,Pragian,
Semicostella,327.05,art,22.86,Semicostella,extinct,339.4,318.1,315.2,307,Visean,Moscovian,
Semilingula,284.7,inart,16.156,Semilingula,extinct,290.1,279.3,272.3,268.8,Artinskian,Roadian,
Seminucella,338.8,art,10.19666667,Seminucella,extinct,,,,,,,
Semiotoechia,377.45,art,17.44,Semiotoechia,extinct,,,,,,,
Semiplanella,327.05,art,62.27,Semiplanella,extinct,,,,,,,
Semiplanus,327.05,art,80.9,Semiplanus,extinct,346.7,330.9,330.9,323.2,Visean,Serpukhovian,
Semiproductus,352.8,art,52.2375,Semiproductus,extinct,364.7,360.7,358.9,346.7,Famennian,Tournaisian,
Semitreta,473.85,inart,1.2532,Semitreta,extinct,485.4,477.7,467.3,458.4,Early Ordovician,Middle Ordovician,
Sendaithyris,18.21,art,41.87,Sendaithyris,extinct,11.62,7.246,11.62,7.246,Tortonian,,
Sentosia,352.8,art,32.25,Sentosia,extinct,376.1,370.6,358.9,346.7,Late Devonian,Tournaisian,
Sentosioides,365.55,art,30.3,Sentosioides,extinct,,,,,,,
Septachonetes,390.5,art,4.933333333,Septachonetes,extinct,407.6,393.3,407.6,393.3,Emsian,,
Septalaria,385.2,art,13.845,Septalaria,extinct,419.2,407.6,387.7,382.7,Early Devonian,Middle Devonian,
Septalariopsis,377.45,art,18.49,Septalariopsis,extinct,,,,,,,
Septaliphoria,127.2,art,25.3,Septaliphoria,extinct,170.3,168.3,132.9,129.4,Bajocian,Hauterivian,
Septaliphorioidea,244.6,art,11.13,Septaliphorioidea,extinct,247.2,242,242,237,Middle Triassic,,
Septamphiclina,218.25,art,9.465,Septamphiclina,extinct,237,212,215.56,201.3,Late Triassic,,
Septathyris,400.45,art,11.725,Septathyris,extinct,407.6,393.3,407.6,393.3,Emsian,,
Septatoechia,69.05,art,26.46,Septatoechia,extinct,125.45,122.46,70.6,66,Barremian,Late Cretaceous,
Septatrypa,409.2,art,14.625,Septatrypa,extinct,456.1,449.5,393.3,387.7,Late Ordovician,Eifelian,
Septirhynchia,154.7,art,52.72,Septirhynchia,extinct,166.1,163.5,155.7,150.8,Callovian,Late Jurassic,
Septocrurella,148.55,art,13.43,Septocrurella,extinct,199.3,190.8,145,139.8,Sinemurian,Berriasian,
Septomena,352.8,art,18.985,Septomena,extinct,466,460.9,457.5,449.5,Darriwilian,Katian,
Septorthis,449.1,art,4.882894737,Septorthis,extinct,460.9,449.5,460.9,449.5,Darriwilian,Katian,
Septospirifer,292.8,art,42.91,Septospirifer,extinct,323.2,298.9,272.3,268.8,Pennsylvanian,Roadian,
Septothyris,377.45,art,13.155,Septothyris,extinct,410.8,407.6,379.5,372.2,Pragian,Frasnian,
Serbarinia,338.8,art,159.28,Serbarinia,extinct,,,,,,,
Sergospirifer,284.7,art,19.36,Sergospirifer,extinct,315.2,307,279.3,272.3,Moscovian,Cisuralian,
Sergunkovia,365.55,art,13.83,Sergunkovia,extinct,,,,,,,
Serratocrista,338.8,art,18.2,Serratocrista,extinct,336,326.4,336,326.4,Visean,Serpukhovian,
Serrulatrypa,390.5,art,5.94,Serrulatrypa,extinct,393.3,387.7,393.3,387.7,Eifelian,,
Seseloidia,284.7,art,68.98,Seseloidia,extinct,272.3,268.8,272.3,268.8,Roadian,,
Sestropoma,262.5,art,40.17,Sestropoma,extinct,272.3,268.8,265.1,259.9,Guadalupian,,
Setigerites,327.05,art,41.93,Setigerites,extinct,358.9,346.7,326.4,318.1,Mississippian,Bashkirian,
Severella,424.3,inart,14.72,Severella,extinct,438.5,433.4,427.4,423,Telychian,Ludlow,
Severginella,449.1,art,22.53,Severginella,extinct,458.4,453,453,445.2,Sandbian,Katian,
Shagamella,424.3,art,5.028,Shagamella,extinct,440.8,438.5,422.9,419.2,Aeronian,Pridoli,minor ribbing
Shaleria,415,art,19.38,Shaleria,extinct,433.4,427.4,407.6,391.9,Wenlock,Eifelian,minor ribbing
Shanxiproductus,297.2,inart,13.67,Shanxiproductus,extinct,,,,,,,
Sharpirhynchia,167.2,art,15.97,Sharpirhynchia,extinct,171.6,167.7,167.7,164.7,Aalenian,Callovian,
Shlyginia,449.1,art,12.81,Shlyginia,extinct,466,456.1,453,445.2,Darriwilian,Katian,
Shoshonorthis,468.65,art,14.82,Shoshonorthis,extinct,488.3,471.8,470,457.5,Stage 10,Sandbian,
Shrockia,424.3,art,38.09,Shrockia,extinct,,,,,,,
Shumardella,352.8,art,21.2,Shumardella,extinct,370.6,364.7,303.4,298.9,Famennian,Carboniferous,
Siberiothyris,131.15,art,57.14,Siberiothyris,extinct,145,139.8,136.4,130,Berriasian,Hauterivian,
Sibiria,517.5,art,13.51764706,Sibiria,extinct,,,,,,,
Sibirirhynchia,400.45,art,27.45,Sibirirhynchia,extinct,410.8,407.6,393.3,387.7,Pragian,Eifelian,
Sibiritoechia,400.45,art,7.4,Sibiritoechia,extinct,419.2,410.8,409.1,391.9,Early Devonian,Eifelian,
Sicelia,284.7,art,24.83,Sicelia,extinct,268.8,265.1,259.9,254.17,Wordian,Wuchiapingian,
Sichuanothyris,253.2,art,14.44,Sichuanothyris,extinct,254.17,252.17,254.17,252.17,Changhsingian,,
Sicorhyncha,400.45,art,14.63478261,Sicorhyncha,extinct,419.2,407.6,409.1,391.9,Early Devonian,Eifelian,
Sicularia,284.7,art,72.26,Sicularia,extinct,268.8,265.1,268.8,259.9,Wordian,Capitanian,
Sieberella,385.2,art,26.42,Sieberella,extinct,443.4,433.4,382.4,372.2,Silurian,Frasnian,
Sigmelasma,449.1,art,4.816666667,Sigmelasma,extinct,470,460.9,445.6,443.4,Middle Ordovician,Late Ordovician,
Silesiathyris,244.6,art,10.412,Silesiathyris,extinct,247.2,242,228,208.5,Middle Triassic,Norian,
Siljanostrophia,449.1,inart,11.23666667,Siljanostrophia,extinct,453,443.7,445.2,443.4,Katian,Hirnantian,
Simplicarina,270.55,art,12.81,Simplicarina,extinct,272.3,268.8,272.3,268.8,Roadian,,
Sinochonetes,400.45,art,11.39,Sinochonetes,extinct,410.8,407.6,410.8,407.6,Pragian,,
Sinoglossa,495.5,inart,1.040333333,Sinoglossa,extinct,,,,,,,
Sinoproductella,365.55,art,31.64,Sinoproductella,extinct,,,,,,,
Sinopunctatrypa,400.45,art,9.886666667,Sinopunctatrypa,extinct,,,,,,,
Sinorhynchia,244.6,art,8.35,Sinorhynchia,extinct,247.2,242,247.2,242,Anisian,,
Sinorthis,473.85,art,10.08,Sinorthis,extinct,485.4,477.7,466,449.5,Early Ordovician,Katian,minor ribbing
Sinospirifer,365.55,art,31.18,Sinospirifer,extinct,382.7,372.2,382.7,372.2,Frasnian,,
Sinostrophia,400.45,art,43.04666667,Sinostrophia,extinct,410.8,402.5,409.1,393.3,Pragian,Emsian,
Sinotectirostrum,365.55,art,17.54,Sinotectirostrum,extinct,376.1,370.6,370.6,364.7,Frasnian,Famennian,
Sinotrimerella,449.1,inart,52.57692308,Sinotrimerella,extinct,449.5,443.7,449.5,443.7,Katian,Hirnantian,
Sinuatella,319.2,art,21.84,Sinuatella,extinct,339.4,336,259.9,254.17,Visean,Wuchiapingian,
Sinucosta,204.9,art,19.92,Sinucosta,extinct,247.2,242,208.5,201.3,Middle Triassic,Late Triassic,
Sinuplicorhynchia,231.5,art,22.11,Sinuplicorhynchia,extinct,242,237,228,208.5,Ladinian,Norian,
Siphonobolus,473.85,inart,4.420895522,Siphonobolus,extinct,497,485.4,485.4,477.7,Furongian,Tremadocian,
Siphonosia,275.8,art,20.46,Siphonosia,extinct,279.3,272.3,279.3,272.3,Kungurian,,
Siphonotreta,455.7,inart,22.30588235,Siphonotreta,extinct,513,501,268.8,265.1,Stage 4,Wordian,
Siphonotretella,473.85,inart,1.1304,Siphonotretella,extinct,485.4,477.7,477.7,470,Early Ordovician,,
Sivorthis,455.7,art,11.29666667,Sivorthis,extinct,488.3,471.8,453,445.2,Stage 10,Katian,
Skelidorygma,319.2,art,35.58,Skelidorygma,extinct,358.9,346.7,345,336,Tournaisian,Visean,
Skenidioides,400.45,art,7.6675,Skenidioides,extinct,478.6,468.1,393.3,387.7,Ordovician,Eifelian,
Skenidium,377.45,art,4.588333333,Skenidium,extinct,460.9,449.5,382.7,372.2,Darriwilian,Frasnian,
Slavinithyris,186.75,art,4.7525,Slavinithyris,extinct,,,,,,,
Smeathenella,455.7,art,26.14,Smeathenella,extinct,460.9,457.5,457.5,455.8,Darriwilian,Sandbian,
Smirnovina,131.15,art,12.545,Smirnovina,extinct,140.2,130,136.4,130,Berriasian,Hauterivian,
Soaresirhynchia,178.4,art,12.52,Soaresirhynchia,,190.8,182.7,175.6,170.3,Pliensbachian,Aalenian,
Sokolskya,319.2,art,30.105,Sokolskya,extinct,315.2,307,315.2,307,Moscovian,,
Solidipontirostrum,385.2,art,18.57894737,Solidipontirostrum,extinct,,,,,,,
Somalirhynchia,154.7,art,34.79,Somalirhynchia,extinct,170.3,166.1,150.8,145,Bajocian,Late Jurassic,
Somalitela,148.55,art,13.64,Somalitela,extinct,157.3,152.1,157.3,152.1,Kimmeridgian,,
Somalithyris,154.7,art,34.15,Somalithyris,extinct,166.1,163.5,163.5,150.8,Callovian,Late Jurassic,
Sortanella,455.7,art,9.953333333,Sortanella,extinct,460.9,449.5,453,445.2,Darriwilian,Katian,
Sowerbyella,435.95,art,14.63666667,Sowerbyella,extinct,485.4,477.7,419.2,393.3,Ordovician,Early Devonian,minor ribbing
Sowerbyites,455.7,art,21.445,Sowerbyites,extinct,478.6,466,456.1,449.5,Early Ordovician,Katian,minor ribbing
Spanodonta,462.85,art,11.9625,Spanodonta,extinct,477.7,473.9,467.3,458.4,Floian,Middle Ordovician,
Spargospinosa,262.5,art,36.43,Spargospinosa,extinct,279.3,272.3,268.8,265.1,Kungurian,Wordian,
Spasskothyris,131.15,art,56.69,Spasskothyris,extinct,145,139.8,145,139.8,Berriasian,,
Sphaerathyris,400.45,art,9.585,Sphaerathyris,extinct,,,,,,,
Sphaerirhynchia,400.45,art,19.53,Sphaerirhynchia,extinct,443.4,438.5,410.8,391.9,Silurian,Eifelian,minor ribbing
Sphaeroidothyris,160.4,art,29.21,Sphaeroidothyris,extinct,190.8,183,164.7,152.1,Pliensbachian,Kimmeridgian,
Sphenalosia,262.5,art,42.33,Sphenalosia,extinct,268.8,259.9,259.9,254.17,Wordian,Wuchiapingian,
Sphenarina,4.47,art,7.705,Sphenarina,extinct,3.6,1.806,2.588,1.806,Piacenzian,Gelasian,
Sphenophragmus,385.2,art,8.55,Sphenophragmus,extinct,387.7,382.7,387.7,382.7,Givetian,,
Sphenorhynchia,164.8,art,27.68,Sphenorhynchia,extinct,175.6,171.6,99.6,93.5,Toarcian,Turonian,
Sphenospira,352.8,art,47.22,Sphenospira,extinct,387.7,382.7,364.7,358.9,Givetian,Late Devonian,
Sphenosteges,262.5,art,27.6,Sphenosteges,extinct,272.3,268.8,259.9,252.17,Guadalupian,Lopingian,
Sphenotreta,435.95,art,3.5675,Sphenotreta,extinct,471.8,460.9,445.2,443.4,Floian,Late Ordovician,
Sphriganaria,154.7,art,21.46,Sphriganaria,extinct,174.1,168.3,161.2,155.7,Middle Jurassic,Kimmeridgian,
Spinarella,270.55,art,44.75,Spinarella,extinct,279.3,272.3,272.3,268.8,Kungurian,Roadian,
Spinatrypa,377.45,art,27.835,Spinatrypa,extinct,443.4,430.5,323.2,295.5,Silurian,Asselian,
Spinatrypina,377.45,art,20.47,Spinatrypina,extinct,433.4,430.5,379.5,372.2,Wenlock,Frasnian,
Spinauris,352.8,art,45.13,Spinauris,extinct,,,,,,,
Spinella,400.45,art,29.42,Spinella,extinct,410.8,407.6,407.6,393.3,Pragian,Emsian,
Spinifrons,284.7,art,49.1,Spinifrons,extinct,290.1,279.3,265.1,259.9,Artinskian,Guadalupian,
Spinilingula,455.7,inart,2.842168675,Spinilingula,extinct,485.4,477.7,463.5,457.5,Early Ordovician,Sandbian,
Spinocarinifera,352.8,art,16.14,Spinocarinifera,extinct,364.7,360.7,358.9,346.7,Famennian,Tournaisian,
Spinochonetes,428.95,art,8.206666667,Spinochonetes,extinct,438.5,433.4,433.4,427.4,Telychian,Wenlock,
Spinocyrtia,365.55,art,69.15,Spinocyrtia,extinct,393.3,387.7,382.4,372.2,Middle Devonian,Frasnian,
Spinomarginifera,253.2,art,24.16,Spinomarginifera,extinct,298.9,295.5,252.17,251.3,Permian,Induan,
Spinomartinia,253.2,art,23.99,Spinomartinia,extinct,295.5,290.1,254.17,252.17,Sakmarian,Lopingian,
Spinorthis,449.1,art,12.33809524,Spinorthis,extinct,455.8,445.6,449.5,445.6,Sandbian,Katian,
Spinorugifera,338.8,art,16.47,Spinorugifera,extinct,,,,,,,
Spinospirifer,365.55,art,26.6,Spinospirifer,extinct,,,,,,,
Spinostrophia,390.5,art,26.61,Spinostrophia,extinct,,,,,,,
Spinulicosta,390.5,art,15.255,Spinulicosta,extinct,419.2,410.8,382.7,372.2,Early Devonian,Frasnian,
Spinuliplica,311.1,art,35.71,Spinuliplica,extinct,346.7,323.2,318.1,298.9,Visean,Pennsylvanian,
Spirelytha,262.5,art,36.47,Spirelytha,extinct,298.9,295.5,254.17,252.17,Permian,,
Spirifer,319.2,art,103.75,Spirifer,extinct,449.5,443.7,201.3,174.1,Katian,Early Jurassic,minor ribbing
Spiriferella,257.05,art,49.66,Spiriferella,extinct,353.8,342.8,254.17,252.17,Carboniferous,Permian,
Spiriferellina,257.05,art,15.14,Spiriferellina,extinct,372.2,346.7,254.17,252.17,Famennian,Permian,
Spiriferina,178.4,art,29.53,Spiriferina,extinct,427.4,423,174.1,163.5,Ludlow,Middle Jurassic,
Spiriferinaella,270.55,art,44.45,Spiriferinaella,extinct,303.7,298.9,259.9,254.17,Gzhelian,Wuchiapingian,
Spiriferinoides,231.5,art,12.33,Spiriferinoides,extinct,221.5,215.56,212,205.6,Norian,Rhaetian,
Spirigerella,257.05,art,25.2,Spirigerella,extinct,410.8,407.6,254.17,252.17,Pragian,Permian,
Spirigerellina,231.5,art,11.164,Spirigerellina,extinct,254.17,252.17,235,228,Changhsingian,Carnian,
Spirigerina,390.5,art,16.375,Spirigerina,extinct,460.9,449.5,393.3,387.7,Darriwilian,Eifelian,"minor folds, major ribbing"
Spirinella,400.45,art,20.38,Spirinella,extinct,443.4,438.5,402.5,391.9,Silurian,Eifelian,
Spirisosium,262.5,art,73.2,Spirisosium,extinct,268.8,265.1,268.8,265.1,Wordian,,
Spiropunctifera,327.05,art,27.03,Spiropunctifera,extinct,,,,,,,
Spitzbergenia,262.5,art,42.82,Spitzbergenia,extinct,298.9,295.5,259.9,252.17,Permian,,
Spondyglossella,473.85,inart,4.818478261,Spondyglossella,extinct,485.4,477.7,471.8,466,Early Ordovician,Middle Ordovician,
Spondylopyxis,424.3,art,5.141666667,Spondylopyxis,extinct,433.4,430.5,433.4,430.5,Sheinwoodian,,
Spondylospira,218.25,art,23.68,Spondylospira,extinct,237,228,208.5,201.3,Late Triassic,,
Spondylostrophia,435.95,art,8.73,Spondylostrophia,extinct,,,,,,,
Spondylothyris,400.45,art,17.16,Spondylothyris,extinct,,,,,,,
Spondylotreta,449.1,inart,3.043478261,Spondylotreta,extinct,484.5,471.8,449.5,445.6,Early Ordovician,Katian,
Spurispirifer,400.45,art,14.56,Spurispirifer,extinct,433.4,430.5,402.5,391.9,Wenlock,Eifelian,minor ribbing
Spyridiophora,270.55,art,38.49,Spyridiophora,extinct,298.9,295.5,259.9,252.17,Permian,,
Squamaria,284.7,art,55.23,Squamaria,extinct,295.5,290.1,259.9,254.17,Sakmarian,Wuchiapingian,
Squamathyris,424.3,art,15.23,Squamathyris,extinct,427.4,423,427.4,423,Ludlow,,"minor folds, major ribbing"
Squamatina,400.45,art,13.86666667,Squamatina,extinct,410.8,407.6,410.8,407.6,Pragian,,
Squamirhynchia,186.75,art,13.585,Squamirhynchia,extinct,196.5,189.6,174.1,170.3,Sinemurian,Aalenian,
Squamularia,257.05,art,19.43,Squamularia,extinct,358.9,323.2,254.17,252.17,Carboniferous,Permian,
Stainbrookia,377.45,art,11.71,Stainbrookia,extinct,382.7,376.1,379.5,372.2,Frasnian,,
Stegacanthia,338.8,art,39.09,Stegacanthia,extinct,358.9,346.7,336,326.4,Tournaisian,Mississippian,
Stegerhynchus,421.1,art,8.654166667,Stegerhynchus,extinct,455.8,443.7,407.6,391.9,Late Ordovician,Eifelian,"minor folds, major ribbing"
Stegocornu,435.95,art,14.575,Stegocornu,extinct,440.8,438.5,440.8,438.5,Aeronian,,
Steinhagella,365.55,art,24.17,Steinhagella,extinct,383.7,382.4,364.7,358.9,Givetian,Late Devonian,
Stelckia,385.2,art,25.25,Stelckia,extinct,,,,,,,
Stenaulacorhynchus,365.55,art,20.59,Stenaulacorhynchus,extinct,,,,,,,
Stenocamara,449.1,art,15.21,Stenocamara,extinct,478.6,460.9,449.5,445.6,Early Ordovician,Katian,
Stenopentamerus,424.3,art,75.33,Stenopentamerus,extinct,,,,,,,
Stenorhynchia,400.45,art,14.07,Stenorhynchia,extinct,433.4,430.5,407.6,387.7,Wenlock,Eifelian,minor ribbing
Stenosarina,0.01,art,24.93,Stenosarina,extant,56,47.8,37.2,33.9,Eocene,,
Stenoscisma,257.05,art,40.82666667,Stenoscisma,extinct,419.2,410.8,254.17,252.17,Devonian,Permian,
Stentorina,169.3,inart,1.413,Stentorina,extinct,168.3,166.1,168.3,166.1,Bathonian,,
Stepanoviella,257.05,art,29.12,Stepanoviella,extinct,298.9,295.5,254.17,252.17,Permian,,
Stereochia,284.7,art,66.36,Stereochia,extinct,315.2,307,259.9,252.17,Moscovian,Permian,
Stethothyris,0.01,art,33.33,Stethothyris,extant,56,47.8,5.333,3.6,Eocene,Zanclean,
Stichotrophia,473.85,art,10.635,Stichotrophia,extinct,485.4,477.7,477.7,468.1,Early Ordovician,Dapingian,
Stictozoster,284.7,art,12.625,Stictozoster,extinct,298.9,295.5,272.3,268.8,Cisuralian,Roadian,
Stilpnotreta,495.5,inart,0.83764988,Stilpnotreta,extinct,513,505,485.4,484.5,Stage 4,Tremadocian,
Stiphrothyris,167.2,art,31.83,Stiphrothyris,extinct,174.1,168.3,166.1,163.5,Middle Jurassic,,
Stipulina,338.8,art,6.9725,Stipulina,extinct,339.4,326.4,254.17,252.17,Visean,Permian,
Stolmorhynchia,164.8,art,25.33,Stolmorhynchia,extinct,201.3,199.3,125,113,Jurassic,Aptian,
Stolzenburgiella,244.6,art,9.415,Stolzenburgiella,extinct,247.2,237,208.5,201.3,Middle Triassic,Late Triassic,
Streptaria,12.72,art,15.24,Streptaria,extinct,85.8,83.5,15.97,11.608,Santonian,Tortonian,
